Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Variant Weight Unit,Image Src,Image Position,Image Alt Text,SEO Title,SEO Description,Status
quantum-primex-gaming-desk,Quantum Primex Gaming Desk,"<p>The ultimate gaming battlestation desk. The Quantum Primex elevates every aspect of the Quantum with a motorised height adjustment, dual monitor mount, wireless charging pad, and premium RGB ecosystem — built for professional gamers and streamers who accept nothing but the best.</p><ul><li>Motorised height adjustment (60–125 cm)</li><li>Dual monitor mount included</li><li>Wireless charging pad built-in</li><li>Full-length RGB ecosystem</li><li>Integrated power strip with USB ports</li><li>XL carbon-fibre texture surface</li></ul>",HeavenCraft,Gaming Desk,"Tables, Gaming Desks, Ergonomic, Delhi",TRUE,Title,Default Title,table-gaming-desk-002,,,,continue,manual,11999.00,TRUE,TRUE,kg,https://theheavencraft.in/images/products/tables/gaming-desk/2%20-%20Quantum%20primex.jpeg,1,Quantum Primex Gaming Desk — gaming desk by HeavenCraft,Quantum Primex Gaming Desk,"The ultimate gaming battlestation desk. The Quantum Primex elevates every aspect of the Quantum with a motorised height adjustment, dual monitor mount,…",active
quantum-primex-gaming-desk,,,,,,,,,,,,,,,,,,,https://theheavencraft.in/images/products/tables/gaming-desk/2%20-%20Quantum%20primex1.jpeg,2,"Quantum Primex Gaming Desk, view 2",,,
quantum-primex-gaming-desk,,,,,,,,,,,,,,,,,,,https://theheavencraft.in/images/products/tables/gaming-desk/2%20-%20Quantum%20primex2.jpeg,3,"Quantum Primex Gaming Desk, view 3",,,
quantum-primex-gaming-desk,,,,,,,,,,,,,,,,,,,https://theheavencraft.in/images/products/tables/gaming-desk/2%20-%20Quantum%20primex3.jpeg,4,"Quantum Primex Gaming Desk, view 4",,,
quantum-primex-gaming-desk,,,,,,,,,,,,,,,,,,,https://theheavencraft.in/images/products/tables/gaming-desk/2%20-%20Quantum%20primex4.jpeg,5,"Quantum Primex Gaming Desk, view 5",,,
quantum-primex-gaming-desk,,,,,,,,,,,,,,,,,,,https://theheavencraft.in/images/products/tables/gaming-desk/2%20-%20Quantum%20primex5.jpeg,6,"Quantum Primex Gaming Desk, view 6",,,
storage-box-plus,Storage Box Plus,<p>Versatile Plus storage box with drawer system and label holders. Features modular design for customizable organization of documents and office essentials.</p><ul><li>Drawer system</li><li>Label holders</li><li>Modular design</li><li>Large capacity</li><li>Document filing slots</li><li>Stackable with Basic</li></ul>,HeavenCraft,Storage Boxe,"Accessories, Storage Boxes, Ergonomic, Delhi",TRUE,Title,Default Title,accessories-storage-box-002,,,,continue,manual,5999.00,TRUE,TRUE,kg,https://theheavencraft.in/images/products/accessories/storage-box/2%20-%20Plus.jpeg,1,Storage Box Plus — storage boxe by HeavenCraft,Storage Box Plus,Versatile Plus storage box with drawer system and label holders. Features modular design for customizable organization of documents and office essentials.,active
storage-box-pro-max,Storage Box Pro Max,<p>Premium Pro storage system with lockable compartments and filing solution. Executive-grade organizer with leather finish and comprehensive storage options.</p><ul><li>Lockable compartments</li><li>Leather finish</li><li>Filing system</li><li>Executive grade</li><li>Key lock security</li><li>Anti-scratch base</li></ul>,HeavenCraft,Storage Boxe,"Accessories, Storage Boxes, Ergonomic, Delhi",TRUE,Title,Default Title,accessories-storage-box-004,,,,continue,manual,7999.00,TRUE,TRUE,kg,https://theheavencraft.in/images/products/accessories/storage-box/4%20-%20Pro%20max.jpeg,1,Storage Box Pro Max — storage boxe by HeavenCraft,Storage Box Pro Max,Premium Pro storage system with lockable compartments and filing solution. Executive-grade organizer with leather finish and comprehensive storage options.,active
footrest-basic,Footrest Basic,"<p>Ergonomic Basic footrest to improve posture and reduce leg fatigue. Simple, sturdy design with non-slip surface for comfortable foot support during work.</p><ul><li>Non-slip surface</li><li>Ergonomic angle</li><li>Durable construction</li><li>Compact size</li><li>Adjustable tilt</li><li>Lightweight &amp; portable</li></ul>",HeavenCraft,Footrest,"Accessories, Footrests, Ergonomic, Delhi",TRUE,Title,Default Title,accessories-footrest-001,,,,continue,manual,999.00,TRUE,TRUE,kg,https://theheavencraft.in/images/products/accessories/footrest/1%20-%20Basic.jpeg,1,Footrest Basic — footrest by HeavenCraft,Footrest Basic,"Ergonomic Basic footrest to improve posture and reduce leg fatigue. Simple, sturdy design with non-slip surface for comfortable foot support during work.",active
footrest-plus,Footrest Plus,<p>Adjustable Plus footrest with height and angle customization. Features massage rollers and textured surface for enhanced comfort and circulation.</p><ul><li>Height adjustable</li><li>Angle adjustment</li><li>Massage rollers</li><li>Textured surface</li><li>Non-slip rubber base</li><li>Improves blood circulation</li></ul>,HeavenCraft,Footrest,"Accessories, Footrests, Ergonomic, Delhi",TRUE,Title,Default Title,accessories-footrest-002,,,,continue,manual,1499.00,TRUE,TRUE,kg,https://theheavencraft.in/images/products/accessories/footrest/2%20-%20Plus.jpeg,1,Footrest Plus — footrest by HeavenCraft,Footrest Plus,Adjustable Plus footrest with height and angle customization. Features massage rollers and textured surface for enhanced comfort and circulation.,active
cable-tray-basic,Cable Tray Basic,<p>Simple Basic cable tray for organized desk cable management. Under-desk mount design keeps cables tidy and off the floor for a clean workspace.</p><ul><li>Under-desk mount</li><li>Wire organization</li><li>Easy installation</li><li>Durable material</li><li>No-drill clamp option</li><li>Holds up to 5 cables</li></ul>,HeavenCraft,Cable Tray,"Accessories, Cable Trays, Ergonomic, Delhi",TRUE,Title,Default Title,accessories-cable-tray-001,,,,continue,manual,999.00,TRUE,TRUE,kg,https://theheavencraft.in/images/products/accessories/cable-tray/1%20-%20Basic.jpeg,1,Cable Tray Basic — cable tray by HeavenCraft,Cable Tray Basic,Simple Basic cable tray for organized desk cable management. Under-desk mount design keeps cables tidy and off the floor for a clean workspace.,active
cpu-stand-plus,CPU Stand Plus,<p>Adjustable Plus CPU stand with width customization and rolling casters. Features locking wheels for mobility and secure positioning of your computer tower.</p><ul><li>Adjustable width</li><li>Rolling casters</li><li>Locking wheels</li><li>Heavy-duty frame</li><li>Smooth mobility</li><li>Wide size compatibility</li></ul>,HeavenCraft,CPU Stand,"Accessories, CPU Stands, Ergonomic, Delhi",TRUE,Title,Default Title,accessories-Cpu-Stand-002,,,,continue,manual,1499.00,TRUE,TRUE,kg,https://theheavencraft.in/images/products/accessories/Cpu-Stand/2%20-%20plus.jpeg,1,CPU Stand Plus — cpu stand by HeavenCraft,CPU Stand Plus,Adjustable Plus CPU stand with width customization and rolling casters. Features locking wheels for mobility and secure positioning of your computer tower.,active
cpu-stand-pro,CPU Stand Pro,"<p>Premium Pro CPU stand with advanced cooling ventilation and cable management. Features adjustable height, width, and built-in cable routing system.</p><ul><li>Cooling ventilation</li><li>Cable management</li><li>Full adjustment</li><li>Premium build</li><li>360° swivel casters</li><li>Height &amp; width adjustable</li></ul>",HeavenCraft,CPU Stand,"Accessories, CPU Stands, Ergonomic, Delhi",TRUE,Title,Default Title,accessories-Cpu-Stand-003,,,,continue,manual,1999.00,TRUE,TRUE,kg,https://theheavencraft.in/images/products/accessories/Cpu-Stand/3%20-%20Pro.jpeg,1,CPU Stand Pro — cpu stand by HeavenCraft,CPU Stand Pro,"Premium Pro CPU stand with advanced cooling ventilation and cable management. Features adjustable height, width, and built-in cable routing system.",active
monitor-stand-basic,Monitor Stand Basic,<p>Ergonomic Basic monitor stand to raise your screen to eye level. Reduces neck strain with sturdy platform design and storage space underneath.</p><ul><li>Ergonomic height</li><li>Sturdy platform</li><li>Storage space</li><li>Easy assembly</li><li>Reduces neck strain</li><li>Non-slip feet</li></ul>,HeavenCraft,Monitor Stand,"Accessories, Monitor Stands, Ergonomic, Delhi",TRUE,Title,Default Title,accessories-monitor-stand-001,,,,continue,manual,999.00,TRUE,TRUE,kg,https://theheavencraft.in/images/products/accessories/monitor-stand/1%20-%20Basic.jpeg,1,Monitor Stand Basic — monitor stand by HeavenCraft,Monitor Stand Basic,Ergonomic Basic monitor stand to raise your screen to eye level. Reduces neck strain with sturdy platform design and storage space underneath.,active
monitor-stand-pro-max,Monitor Stand Pro Max,"<p>Premium Pro monitor stand with gas spring arm for full articulation. Features dual monitor support, cable management, and wide range of motion for perfect positioning.</p><ul><li>Gas spring arm</li><li>Dual monitor support</li><li>Full articulation</li><li>Cable routing</li><li>VESA mount compatible</li><li>360° tilt &amp; swivel</li></ul>",HeavenCraft,Monitor Stand,"Accessories, Monitor Stands, Ergonomic, Delhi",TRUE,Title,Default Title,accessories-monitor-stand-004,,,,continue,manual,2999.00,TRUE,TRUE,kg,https://theheavencraft.in/images/products/accessories/monitor-stand/4%20-%20Pro%20max.jpeg,1,Monitor Stand Pro Max — monitor stand by HeavenCraft,Monitor Stand Pro Max,"Premium Pro monitor stand with gas spring arm for full articulation. Features dual monitor support, cable management, and wide range of motion for perfe…",active
cup-holder-basic,Cup Holder Basic,<p>Simple Basic cup holder that clips to your desk edge. Keeps beverages within easy reach while saving valuable desk space.</p><ul><li>Desk edge clip</li><li>Spill-resistant design</li><li>Easy installation</li><li>Compact size</li><li>Holds cups up to 500ml</li><li>Corrosion-resistant finish</li></ul>,HeavenCraft,Cup Holder,"Accessories, Cup Holders, Ergonomic, Delhi",TRUE,Title,Default Title,accessories-cup-holder-001,,,,continue,manual,999.00,TRUE,TRUE,kg,https://theheavencraft.in/images/products/accessories/cup-holder/1%20-%20Basic.jpeg,1,Cup Holder Basic — cup holder by HeavenCraft,Cup Holder Basic,Simple Basic cup holder that clips to your desk edge. Keeps beverages within easy reach while saving valuable desk space.,active
desk-hook-basic,Desk Hook Basic,"<p>Simple yet sturdy Basic desk hook that clamps to your desk edge. Ideal for hanging bags, headphones, or any accessories to keep your workspace clear and organized.</p><ul><li>Desk edge clamp mount</li><li>Holds up to 5 kg</li><li>Non-scratch rubber pad</li><li>360° rotatable hook</li><li>Universal desk fit</li><li>Compact &amp; minimalist</li></ul>",HeavenCraft,Desk Hook,"Accessories, Desk Hooks, Ergonomic, Delhi",TRUE,Title,Default Title,accessories-desk-hook-001,,,,continue,manual,599.00,TRUE,TRUE,kg,https://theheavencraft.in/images/products/accessories/Desk-hook/1%20-%20Basic.jpeg,1,Desk Hook Basic — desk hook by HeavenCraft,Desk Hook Basic,"Simple yet sturdy Basic desk hook that clamps to your desk edge. Ideal for hanging bags, headphones, or any accessories to keep your workspace clear and…",active
desk-hook-basic,,,,,,,,,,,,,,,,,,,https://theheavencraft.in/images/products/accessories/Desk-hook/1%20-%20Basic..jpeg,2,"Desk Hook Basic, view 2",,,
desk-hook-plus,Desk Hook Plus,<p>Premium Pro multi-hook desk organizer with three adjustable hooks and a built-in headphone stand. Features a premium aluminium body and magnetic cable clip for a truly clean workspace.</p><ul><li>3 adjustable hooks</li><li>Built-in headphone stand</li><li>Premium aluminium body</li><li>Magnetic cable clip</li><li>Adjustable clamp width</li><li>Supports up to 15 kg</li></ul>,HeavenCraft,Desk Hook,"Accessories, Desk Hooks, Ergonomic, Delhi",TRUE,Title,Default Title,accessories-desk-hook-002,,,,continue,manual,999.00,TRUE,TRUE,kg,https://theheavencraft.in/images/products/accessories/Desk-hook/2%20-%20Plus.jpeg,1,Desk Hook Plus — desk hook by HeavenCraft,Desk Hook Plus,Premium Pro multi-hook desk organizer with three adjustable hooks and a built-in headphone stand. Features a premium aluminium body and magnetic cable c…,active
desk-hook-plus,,,,,,,,,,,,,,,,,,,https://theheavencraft.in/images/products/accessories/Desk-hook/2%20-%20Plus..jpeg,2,"Desk Hook Plus, view 2",,,
